Species_1	Protein_1	Species_2	Protein_2	E-value	Weight	Relationship
UP000005640_9606.fasta	sp|P11362|FGFR1_HUMAN	UP000000589_10090.fasta	sp|P16092|FGFR1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P11801|KPSH1_HUMAN	UP000000589_10090.fasta	sp|Q91YA2|KPSH1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P11802|CDK4_HUMAN	UP000000589_10090.fasta	sp|P30285|CDK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P12931|SRC_HUMAN	UP000000589_10090.fasta	sp|P05480|SRC_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P14616|INSRR_HUMAN	UP000000589_10090.fasta	sp|Q9WTL4|INSRR_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P15056|BRAF_HUMAN	UP000000589_10090.fasta	sp|P28028|BRAF_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P15056|BRAF_HUMAN	UP000000803_7227.fasta	sp|P11346|KRAF1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P15735|PHKG2_HUMAN	UP000000589_10090.fasta	sp|Q9DB30|PHKG2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P15735|PHKG2_HUMAN	UP000000803_7227.fasta	tr|Q9I7D0|Q9I7D0_DROME	2.40890016398e-126	0.887696749456	Ortholog
UP000005640_9606.fasta	sp|P16066|ANPRA_HUMAN	UP000000589_10090.fasta	sp|P18293|ANPRA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P16066|ANPRA_HUMAN	UP000000803_7227.fasta	tr|Q9VF17|Q9VF17_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P16234|PGFRA_HUMAN	UP000000589_10090.fasta	sp|P26618|PGFRA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P16234|PGFRA_HUMAN	UP000000803_7227.fasta	tr|E1JHB7|E1JHB7_DROME	9.68090904822e-85	0.593696138882	Ortholog
UP000005640_9606.fasta	sp|P16591|FER_HUMAN	UP000000589_10090.fasta	sp|P70451|FER_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P17252|KPCA_HUMAN	UP000000589_10090.fasta	sp|P20444|KPCA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P17252|KPCA_HUMAN	UP000000803_7227.fasta	sp|P05130|KPC1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P17612|KAPCA_HUMAN	UP000000589_10090.fasta	sp|P05132|KAPCA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P17612|KAPCA_HUMAN	UP000000803_7227.fasta	sp|P12370|KAPC1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P17948|VGFR1_HUMAN	UP000000589_10090.fasta	sp|P35969|VGFR1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P19525|E2AK2_HUMAN	UP000000589_10090.fasta	sp|Q03963|E2AK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P19784|CSK22_HUMAN	UP000000589_10090.fasta	sp|O54833|CSK22_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P20594|ANPRB_HUMAN	UP000000589_10090.fasta	sp|Q6VVW5|ANPRB_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P20794|MAK_HUMAN	UP000000589_10090.fasta	sp|Q04859|MAK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P21127|CD11B_HUMAN	UP000000589_10090.fasta	sp|P24788|CD11B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P21127|CD11B_HUMAN	UP000000803_7227.fasta	sp|Q9VPC0|KP58_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P21709|EPHA1_HUMAN	UP000000589_10090.fasta	sp|Q60750|EPHA1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P21802|FGFR2_HUMAN	UP000000589_10090.fasta	sp|P21803|FGFR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P21860|ERBB3_HUMAN	UP000000589_10090.fasta	sp|Q61526|ERBB3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P22455|FGFR4_HUMAN	UP000000589_10090.fasta	sp|Q03142|FGFR4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P22607|FGFR3_HUMAN	UP000000589_10090.fasta	sp|Q61851|FGFR3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P22607|FGFR3_HUMAN	UP000000803_7227.fasta	sp|Q07407|FGFR1_DROME	4.96294267547e-157	1.10454380777	Ortholog
UP000005640_9606.fasta	sp|P22694|KAPCB_HUMAN	UP000000589_10090.fasta	sp|P68181|KAPCB_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P23443|KS6B1_HUMAN	UP000000589_10090.fasta	sp|Q8BSK8|KS6B1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P23443|KS6B1_HUMAN	UP000000803_7227.fasta	tr|Q94533|Q94533_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P23458|JAK1_HUMAN	UP000000589_10090.fasta	sp|P52332|JAK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P23677|IP3KA_HUMAN	UP000000589_10090.fasta	sp|Q8R071|IP3KA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P24723|KPCL_HUMAN	UP000000589_10090.fasta	sp|P23298|KPCL_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P24941|CDK2_HUMAN	UP000000589_10090.fasta	sp|P97377|CDK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P25092|GUC2C_HUMAN	UP000000589_10090.fasta	sp|Q3UWA6|GUC2C_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P25098|ARBK1_HUMAN	UP000000589_10090.fasta	sp|Q99MK8|ARBK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P25098|ARBK1_HUMAN	UP000000803_7227.fasta	sp|P32865|GPRK1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P27037|AVR2A_HUMAN	UP000000589_10090.fasta	sp|P27038|AVR2A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P27361|MK03_HUMAN	UP000000589_10090.fasta	sp|Q63844|MK03_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P27448|MARK3_HUMAN	UP000000589_10090.fasta	sp|Q03141|MARK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P27448|MARK3_HUMAN	UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P27987|IP3KB_HUMAN	UP000000589_10090.fasta	tr|B2RXC2|B2RXC2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P27987|IP3KB_HUMAN	UP000000803_7227.fasta	tr|Q7KV26|Q7KV26_DROME	1.23925784242e-125	0.882669955153	Ortholog
UP000005640_9606.fasta	sp|P28482|MK01_HUMAN	UP000000589_10090.fasta	sp|P63085|MK01_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P28482|MK01_HUMAN	UP000000803_7227.fasta	sp|P40417|ERKA_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P29317|EPHA2_HUMAN	UP000000589_10090.fasta	sp|Q03145|EPHA2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P29320|EPHA3_HUMAN	UP000000589_10090.fasta	sp|P29319|EPHA3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P29322|EPHA8_HUMAN	UP000000589_10090.fasta	sp|O09127|EPHA8_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P29323|EPHB2_HUMAN	UP000000589_10090.fasta	sp|P54763|EPHB2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P29376|LTK_HUMAN	UP000000589_10090.fasta	sp|P08923|LTK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P29597|TYK2_HUMAN	UP000000589_10090.fasta	sp|Q9R117|TYK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P30291|WEE1_HUMAN	UP000000589_10090.fasta	sp|P47810|WEE1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P30291|WEE1_HUMAN	UP000000803_7227.fasta	sp|P54350|WEE1_DROME	2.77904659911e-126	0.887258074295	Ortholog
UP000005640_9606.fasta	sp|P30530|UFO_HUMAN	UP000000589_10090.fasta	sp|Q00993|UFO_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P31152|MK04_HUMAN	UP000000589_10090.fasta	sp|Q6P5G0|MK04_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P31749|AKT1_HUMAN	UP000000589_10090.fasta	sp|P31750|AKT1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P31751|AKT2_HUMAN	UP000000589_10090.fasta	sp|Q60823|AKT2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P32298|GRK4_HUMAN	UP000000589_10090.fasta	sp|O70291|GRK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P33981|TTK_HUMAN	UP000000589_10090.fasta	sp|P35761|TTK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P33981|TTK_HUMAN	UP000000803_7227.fasta	tr|A0A0B4KG66|A0A0B4KG66_DROME	4.16308779634e-58	0.405487149984	Ortholog
UP000005640_9606.fasta	sp|P34925|RYK_HUMAN	UP000000589_10090.fasta	sp|Q01887|RYK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P34925|RYK_HUMAN	UP000000803_7227.fasta	sp|Q9V422|RYK2_DROME	1.74268757957e-118	0.832157301119	Ortholog
UP000005640_9606.fasta	sp|P34947|GRK5_HUMAN	UP000000589_10090.fasta	sp|Q8VEB1|GRK5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P34947|GRK5_HUMAN	UP000000803_7227.fasta	sp|P32866|GPRK2_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P35590|TIE1_HUMAN	UP000000589_10090.fasta	sp|Q06806|TIE1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P35626|ARBK2_HUMAN	UP000000589_10090.fasta	sp|Q3UYH7|ARBK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P35790|CHKA_HUMAN	UP000000589_10090.fasta	sp|O54804|CHKA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P35916|VGFR3_HUMAN	UP000000589_10090.fasta	sp|P35917|VGFR3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P35968|VGFR2_HUMAN	UP000000589_10090.fasta	sp|P35918|VGFR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P36507|MP2K2_HUMAN	UP000000589_10090.fasta	sp|Q63932|MP2K2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P36888|FLT3_HUMAN	UP000000589_10090.fasta	sp|Q00342|FLT3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P36894|BMR1A_HUMAN	UP000000589_10090.fasta	sp|P36895|BMR1A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P36896|ACV1B_HUMAN	UP000000589_10090.fasta	sp|Q61271|ACV1B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P36897|TGFR1_HUMAN	UP000000589_10090.fasta	sp|Q64729|TGFR1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P36897|TGFR1_HUMAN	UP000000803_7227.fasta	tr|A1Z7L8|A1Z7L8_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P37023|ACVL1_HUMAN	UP000000589_10090.fasta	sp|Q61288|ACVL1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P37173|TGFR2_HUMAN	UP000000589_10090.fasta	sp|Q62312|TGFR2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P41240|CSK_HUMAN	UP000000589_10090.fasta	sp|P41241|CSK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P41240|CSK_HUMAN	UP000000803_7227.fasta	tr|Q8INJ8|Q8INJ8_DROME	7.43451410652e-160	1.12450339969	Ortholog
UP000005640_9606.fasta	sp|P41279|M3K8_HUMAN	UP000000589_10090.fasta	sp|Q07174|M3K8_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P41743|KPCI_HUMAN	UP000000589_10090.fasta	sp|Q62074|KPCI_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P41743|KPCI_HUMAN	UP000000803_7227.fasta	sp|A1Z9X0|APKC_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P42336|PK3CA_HUMAN	UP000000589_10090.fasta	sp|P42337|PK3CA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42338|PK3CB_HUMAN	UP000000589_10090.fasta	sp|Q8BTI9|PK3CB_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42345|MTOR_HUMAN	UP000000589_10090.fasta	sp|Q9JLN9|MTOR_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42345|MTOR_HUMAN	UP000000803_7227.fasta	sp|Q9VK45|TOR_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P42356|PI4KA_HUMAN	UP000000589_10090.fasta	sp|E9Q3L2|PI4KA_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42356|PI4KA_HUMAN	UP000000803_7227.fasta	tr|M9PDM4|M9PDM4_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P42679|MATK_HUMAN	UP000000589_10090.fasta	sp|P41242|MATK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42680|TEC_HUMAN	UP000000589_10090.fasta	sp|P24604|TEC_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42680|TEC_HUMAN	UP000000803_7227.fasta	sp|P08630|BTKL_DROME	1.6645029288e-172	1.21389599709	Ortholog
UP000005640_9606.fasta	sp|P42681|TXK_HUMAN	UP000000589_10090.fasta	sp|P42682|TXK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42684|ABL2_HUMAN	UP000000589_10090.fasta	sp|Q4JIM5|ABL2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42685|FRK_HUMAN	UP000000589_10090.fasta	sp|Q922K9|FRK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P42685|FRK_HUMAN	UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P43250|GRK6_HUMAN	UP000000589_10090.fasta	sp|O70293|GRK6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P43403|ZAP70_HUMAN	UP000000589_10090.fasta	sp|P43404|ZAP70_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P43405|KSYK_HUMAN	UP000000589_10090.fasta	sp|P48025|KSYK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P45984|MK09_HUMAN	UP000000589_10090.fasta	sp|Q9WTU6|MK09_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P45985|MP2K4_HUMAN	UP000000589_10090.fasta	sp|P47809|MP2K4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P45985|MP2K4_HUMAN	UP000000803_7227.fasta	tr|O61444|O61444_DROME	2.26185322247e-151	1.06455571144	Ortholog
UP000005640_9606.fasta	sp|P46734|MP2K3_HUMAN	UP000000589_10090.fasta	sp|O09110|MP2K3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P48426|PI42A_HUMAN	UP000000589_10090.fasta	sp|O70172|PI42A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P48729|KC1A_HUMAN	UP000000589_10090.fasta	sp|Q8BK63|KC1A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P48729|KC1A_HUMAN	UP000000803_7227.fasta	sp|P54367|KC1A_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P48730|KC1D_HUMAN	UP000000589_10090.fasta	sp|Q9DC28|KC1D_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P48736|PK3CG_HUMAN	UP000000589_10090.fasta	sp|Q9JHG7|PK3CG_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49137|MAPK2_HUMAN	UP000000589_10090.fasta	sp|P49138|MAPK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49137|MAPK2_HUMAN	UP000000803_7227.fasta	sp|P49071|MAPK2_DROME	2.89749892148e-171	1.20512816016	Ortholog
UP000005640_9606.fasta	sp|P49336|CDK8_HUMAN	UP000000589_10090.fasta	sp|Q8R3L8|CDK8_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49336|CDK8_HUMAN	UP000000803_7227.fasta	sp|Q9VT57|CDK8_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P49674|KC1E_HUMAN	UP000000589_10090.fasta	sp|Q9JMK2|KC1E_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49674|KC1E_HUMAN	UP000000803_7227.fasta	sp|O76324|DCO_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P49759|CLK1_HUMAN	UP000000589_10090.fasta	sp|P22518|CLK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49760|CLK2_HUMAN	UP000000589_10090.fasta	sp|O35491|CLK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49760|CLK2_HUMAN	UP000000803_7227.fasta	sp|P49762|DOA_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P49761|CLK3_HUMAN	UP000000589_10090.fasta	sp|O35492|CLK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49840|GSK3A_HUMAN	UP000000589_10090.fasta	sp|Q2NL51|GSK3A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49841|GSK3B_HUMAN	UP000000589_10090.fasta	sp|Q9WV60|GSK3B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P49841|GSK3B_HUMAN	UP000000803_7227.fasta	sp|P18431|SGG_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P50613|CDK7_HUMAN	UP000000589_10090.fasta	sp|Q03147|CDK7_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P50613|CDK7_HUMAN	UP000000803_7227.fasta	tr|Q24216|Q24216_DROME	4.51477574194e-172	1.21083366311	Ortholog
UP000005640_9606.fasta	sp|P50750|CDK9_HUMAN	UP000000589_10090.fasta	sp|Q99J95|CDK9_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P50750|CDK9_HUMAN	UP000000803_7227.fasta	tr|O17432|O17432_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P51451|BLK_HUMAN	UP000000589_10090.fasta	sp|P16277|BLK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P51617|IRAK1_HUMAN	UP000000589_10090.fasta	sp|Q62406|IRAK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P51617|IRAK1_HUMAN	UP000000803_7227.fasta	sp|Q05652|KPEL_DROME	7.1442284398e-43	0.297830349846	Ortholog
UP000005640_9606.fasta	sp|P51812|KS6A3_HUMAN	UP000000803_7227.fasta	tr|Q9VR61|Q9VR61_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P51813|BMX_HUMAN	UP000000589_10090.fasta	sp|P97504|BMX_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P51817|PRKX_HUMAN	UP000000589_10090.fasta	sp|Q922R0|PRKX_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P51817|PRKX_HUMAN	UP000000803_7227.fasta	sp|P16912|KAPC3_DROME	1.8019156473e-155	1.09351990459	Ortholog
UP000005640_9606.fasta	sp|P51841|GUC2F_HUMAN	UP000000589_10090.fasta	sp|Q5SDA5|GUC2F_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P51841|GUC2F_HUMAN	UP000000803_7227.fasta	tr|A0A4D6K026|A0A4D6K026_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P51955|NEK2_HUMAN	UP000000589_10090.fasta	sp|O35942|NEK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P51955|NEK2_HUMAN	UP000000803_7227.fasta	tr|Q9W3N8|Q9W3N8_DROME	8.21833316433e-97	0.678998321166	Ortholog
UP000005640_9606.fasta	sp|P51956|NEK3_HUMAN	UP000000589_10090.fasta	sp|Q9R0A5|NEK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P51957|NEK4_HUMAN	UP000000589_10090.fasta	sp|Q9Z1J2|NEK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P52333|JAK3_HUMAN	UP000000589_10090.fasta	sp|Q62137|JAK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P52564|MP2K6_HUMAN	UP000000589_10090.fasta	sp|P70236|MP2K6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P53350|PLK1_HUMAN	UP000000589_10090.fasta	sp|Q07832|PLK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P53350|PLK1_HUMAN	UP000000803_7227.fasta	sp|P52304|POLO_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P53355|DAPK1_HUMAN	UP000000589_10090.fasta	sp|Q80YE7|DAPK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P53667|LIMK1_HUMAN	UP000000589_10090.fasta	sp|P53668|LIMK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P53667|LIMK1_HUMAN	UP000000803_7227.fasta	sp|Q8IR79|LIMK1_DROME	5.39822192949e-176	1.23855169548	Ortholog
UP000005640_9606.fasta	sp|P53671|LIMK2_HUMAN	UP000000589_10090.fasta	sp|O54785|LIMK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P53778|MK12_HUMAN	UP000000589_10090.fasta	sp|O08911|MK12_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P53779|MK10_HUMAN	UP000000589_10090.fasta	sp|Q61831|MK10_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P53779|MK10_HUMAN	UP000000803_7227.fasta	sp|P92208|JNK_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P54646|AAPK2_HUMAN	UP000000589_10090.fasta	sp|Q8BRK8|AAPK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P54646|AAPK2_HUMAN	UP000000803_7227.fasta	tr|O18645|O18645_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P54753|EPHB3_HUMAN	UP000000589_10090.fasta	sp|P54754|EPHB3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P54760|EPHB4_HUMAN	UP000000589_10090.fasta	sp|P54761|EPHB4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P54762|EPHB1_HUMAN	UP000000589_10090.fasta	sp|Q8CBF3|EPHB1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P54762|EPHB1_HUMAN	UP000000803_7227.fasta	tr|Q9V4E5|Q9V4E5_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P54764|EPHA4_HUMAN	UP000000589_10090.fasta	sp|Q03137|EPHA4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P57058|HUNK_HUMAN	UP000000589_10090.fasta	sp|O88866|HUNK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P57059|SIK1_HUMAN	UP000000589_10090.fasta	sp|Q60670|SIK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P57078|RIPK4_HUMAN	UP000000589_10090.fasta	sp|Q9ERK0|RIPK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P68400|CSK21_HUMAN	UP000000589_10090.fasta	sp|Q60737|CSK21_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P68400|CSK21_HUMAN	UP000000803_7227.fasta	sp|P08181|CSK2A_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|P78356|PI42B_HUMAN	UP000000589_10090.fasta	sp|Q80XI4|PI42B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P78356|PI42B_HUMAN	UP000000803_7227.fasta	tr|Q8SXX1|Q8SXX1_DROME	3.5230668458e-154	1.08439557257	Ortholog
UP000005640_9606.fasta	sp|P78362|SRPK2_HUMAN	UP000000589_10090.fasta	sp|O54781|SRPK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P78368|KC1G2_HUMAN	UP000000589_10090.fasta	sp|Q8BVP5|KC1G2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P78527|PRKDC_HUMAN	UP000000589_10090.fasta	sp|P97313|PRKDC_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|P80192|M3K9_HUMAN	UP000000589_10090.fasta	sp|Q3U1V8|M3K9_MOUSE	1e-200	1.01063024955	Ortholog
